source,source.doi,Reference,author, year,doi,System,zone, Sampling.location,unaligned.particle.L.master,unaligned.particle.kg.master,fiber.percentage,frequent.polymer,sample.matrix,Min.particle.size.um,Max.particle.size.um,Lowest_size_of_fitration_um,Lowest_size_reported_um
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Jun Deng et al 2020,Jun Deng et al ,2020,https://doi.org/10.1016/j.marpolbul.2020.111482,Wetland,Boundary Zone,China,,2200.000000,0.690000,PP,soil,38,,38,38
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Jun Deng et al 2020,Jun Deng et al ,2020,https://doi.org/10.1016/j.marpolbul.2020.111482,Wetland,Boundary Zone,China,,1640.000000,0.690000,PET,soil,38,,38,38
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Jun Deng et al 2020,Jun Deng et al ,2020,https://doi.org/10.1016/j.marpolbul.2020.111482,Wetland,Boundary Zone,China,,1800.000000,0.690000,PE,soil,38,,38,38
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Jun Deng et al 2020,Jun Deng et al ,2020,https://doi.org/10.1016/j.marpolbul.2020.111482,Wetland,Boundary Zone,China,,2040.000000,0.690000,PP,soil,38,,38,38
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Jun Deng et al 2020,Jun Deng et al ,2020,https://doi.org/10.1016/j.marpolbul.2020.111482,Wetland,Boundary Zone,China,,980.000000,0.690000,,soil,38,,38,38
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Karaoglu & Gul, 2020","Karaoglu & Gul, ",2020,10.1016/j.chemosphere.2020.126915,Lake,Boundary Zone,Turkey,,64.170000,,PP,soil,,,1.2,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Karaoglu & Gul, 2020","Karaoglu & Gul, ",2020,10.1016/j.chemosphere.2020.126915,Lake,Boundary Zone,Turkey,,472.100000,,PP,soil,,,1.2,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Klein et al. 2015,Klein et al. ,2015,https://doi.org/10.1021/acs.est.5b00492,River,Conveyer Zone,Germany,,228.000000,0.090000,PS,soil,63,,63,63
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Klein et al. 2015,Klein et al. ,2015,https://doi.org/10.1021/acs.est.5b00492,River,Conveyer Zone,Germany,,268.000000,0.090000,PS,soil,63,,63,63
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Klein et al. 2015,Klein et al. ,2015,https://doi.org/10.1021/acs.est.5b00492,River,Conveyer Zone,Germany,,314.000000,0.090000,PS,soil,63,,63,63
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Klein et al. 2015,Klein et al. ,2015,https://doi.org/10.1021/acs.est.5b00492,River,Conveyer Zone,Germany,,359.000000,0.090000,PS,soil,63,,63,63
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Klein et al. 2015,Klein et al. ,2015,https://doi.org/10.1021/acs.est.5b00492,River,Conveyer Zone,Germany,,455.000000,0.090000,PS,soil,63,,63,63
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Klein et al. 2015,Klein et al. ,2015,https://doi.org/10.1021/acs.est.5b00492,River,Conveyer Zone,Germany,,620.000000,0.090000,PS,soil,63,,63,63
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Klein et al. 2015,Klein et al. ,2015,https://doi.org/10.1021/acs.est.5b00492,River,Conveyer Zone,Germany,,786.000000,0.090000,PS,soil,63,,63,63
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Klein et al. 2015,Klein et al. ,2015,https://doi.org/10.1021/acs.est.5b00492,River,Conveyer Zone,Germany,,881.000000,0.090000,PS,soil,63,,63,63
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Klein et al. 2015,Klein et al. ,2015,https://doi.org/10.1021/acs.est.5b00492,River,Conveyer Zone,Germany,,1368.000000,0.090000,PS,soil,63,,63,63
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Klein et al. 2015,Klein et al. ,2015,https://doi.org/10.1021/acs.est.5b00492,River,Conveyer Zone,Germany,,3763.000000,0.090000,PS,soil,63,,63,63
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lenaker et al. 2019,Lenaker et al. ,2019,https://doi.org/10.1021/acs.est.9b03850,River,Conveyer Zone,USA,,33.000000,1.000000,PET,soil,125,,125,125
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lenaker et al. 2019,Lenaker et al. ,2019,https://doi.org/10.1021/acs.est.9b03850,Estuary & Forest Soil,Boundary Zone,USA,,206.000000,0.920000,PET,soil,125,,125,125
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lenaker et al. 2019,Lenaker et al. ,2019,https://doi.org/10.1021/acs.est.9b03850,Estuary & Forest Soil,Boundary Zone,USA,,320.000000,0.880000,PET,soil,125,,125,125
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lenaker et al. 2019,Lenaker et al. ,2019,https://doi.org/10.1021/acs.est.9b03850,Lake,Boundary Zone,USA,,40.000000,0.730000,PET,soil,125,,125,125
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lenaker et al. 2019,Lenaker et al. ,2019,https://doi.org/10.1021/acs.est.9b03850,Estuary & Forest Soil,Boundary Zone,USA,,226.000000,0.700000,PET,soil,125,,125,125
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lenaker et al. 2019,Lenaker et al. ,2019,https://doi.org/10.1021/acs.est.9b03850,River,Conveyer Zone,USA,,1412.000000,0.580000,PET,soil,125,,125,125
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lenaker et al. 2019,Lenaker et al. ,2019,https://doi.org/10.1021/acs.est.9b03850,River,Conveyer Zone,USA,,2104.000000,0.570000,PET,soil,125,,125,125
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lenaker et al. 2019,Lenaker et al. ,2019,https://doi.org/10.1021/acs.est.9b03850,River,Conveyer Zone,USA,,397.000000,0.310000,PET,soil,125,,125,125
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lenaker et al. 2019,Lenaker et al. ,2019,https://doi.org/10.1021/acs.est.9b03850,River,Conveyer Zone,USA,,6248.000000,0.090000,PET,soil,125,,125,125
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,River,Conveyer Zone,Netherlands,,1970.000000,0.910000,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,Urban Canal & Stormwater Pond,Source Zone,Netherlands,,10500.000000,0.900000,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,River,Conveyer Zone,Netherlands,,1760.000000,0.780000,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,River,Conveyer Zone,Netherlands,,1030.000000,0.700000,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,Urban Canal & Stormwater Pond,Source Zone,Netherlands,,132.000000,0.500000,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,River,Conveyer Zone,Netherlands,,5280.000000,0.400000,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,River,Conveyer Zone,Netherlands,,4520.000000,0.290000,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,River,Conveyer Zone,Netherlands,,1420.000000,0.250000,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,Urban Canal & Stormwater Pond,Source Zone,Netherlands,,68.000000,,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,Urban Canal & Stormwater Pond,Source Zone,Netherlands,,146.000000,,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,Urban Canal & Stormwater Pond,Source Zone,Netherlands,,527.000000,,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Leslie et al. 2017,Leslie et al. ,2017,https://doi.org/10.1016/j.envint.2017.01.018,Urban Canal & Stormwater Pond,Source Zone,Netherlands,,1050.000000,,,soil,10,,0.7,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,362.570000,0.810000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,9567.250000,0.500000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,5567.250000,0.120000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,1216.370000,0.310000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,93.570000,0.650000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,690.060000,0.920000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,1134.500000,0.540000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,2549.710000,0.200000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,93.570000,0.690000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,807.020000,0.370000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,444.440000,0.590000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,350.880000,0.930000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,280.700000,0.410000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Lin et al., 2018","Lin et al., ",2018,10.1016/j.scitotenv.2018.06.327,River,Conveyer Zone,China,,152.050000,0.610000,PE,soil,20,,5,20
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2018,Liu et al. ,2018,https://doi.org/10.1016/j.envpol.2018.07.051,Agricultural Soil,Conveyer Zone,China,,78.000000,0.570000,PP,soil,30,,20,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2018,Liu et al. ,2018,https://doi.org/10.1016/j.envpol.2018.07.051,Agricultural Soil,Conveyer Zone,China,,62.500000,0.450000,PP,soil,30,,20,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2019,Liu et al. ,2019,https://doi.org/10.1016/j.scitotenv.2019.07.144,Agricultural Soil,Conveyer Zone,China,,136.600000,,PP,soil,32.7,,20,32.7
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2019,Liu et al. ,2019,https://doi.org/10.1016/j.envpol.2019.113335,Urban Canal & Stormwater Pond,Source Zone,Denmark,,1511.000000,,PP,soil,10,,10,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2019,Liu et al. ,2019,https://doi.org/10.1016/j.envpol.2019.113335,Urban Canal & Stormwater Pond,Source Zone,Denmark,,1691.000000,,PP,soil,10,,10,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2019,Liu et al. ,2019,https://doi.org/10.1016/j.envpol.2019.113335,Urban Canal & Stormwater Pond,Source Zone,Denmark,,2626.000000,,PP,soil,10,,10,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2019,Liu et al. ,2019,https://doi.org/10.1016/j.envpol.2019.113335,Urban Canal & Stormwater Pond,Source Zone,Denmark,,10371.000000,,PP,soil,10,,10,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2019,Liu et al. ,2019,https://doi.org/10.1016/j.envpol.2019.113335,Urban Canal & Stormwater Pond,Source Zone,Denmark,,25464.000000,,PP,soil,10,,10,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2019,Liu et al. ,2019,https://doi.org/10.1016/j.envpol.2019.113335,Urban Canal & Stormwater Pond,Source Zone,Denmark,,52206.000000,,PP,soil,10,,10,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2019,Liu et al. ,2019,https://doi.org/10.1016/j.envpol.2019.113335,Urban Canal & Stormwater Pond,Source Zone,Denmark,,127986.000000,,PP,soil,10,,10,10
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Liu et al. 2020,Liu et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.07.144,Estuary & Forest Soil,Boundary Zone,China,,256.800000,,,soil,32.7,,20,32.7
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,1.900000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,1.900000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,3.320000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,3.320000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,6.880000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,6.880000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,7.600000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,7.600000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,8.070000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,8.070000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,8.070000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,8.070000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,8.190000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,10.210000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,10.210000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,10.920000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,12.580000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,12.580000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,13.410000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,14.960000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,14.960000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,16.140000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,17.570000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,18.280000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,18.280000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,18.280000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,18.280000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,20.180000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,23.150000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,23.150000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,35.370000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,35.370000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,41.540000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,41.540000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,47.950000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Lv et al. 2019,Lv et al. ,2019,https://doi.org/10.1016/j.scitotenv.2018.10.321,Agricultural Soil,Conveyer Zone,China,,53.290000,,PE,soil,1000,,20,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Mani et al. 2019,Mani et al. ,2019,DOI: 10.1021/acs.est.9b01363,River,Conveyer Zone,Germany,,260.000000,,Acrylates,soil,11,,10,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Mani et al. 2019,Mani et al. ,2019,DOI: 10.1021/acs.est.9b01363,River,Conveyer Zone,Germany,,2050.000000,,PUR,soil,11,,10,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Mani et al. 2019,Mani et al. ,2019,DOI: 10.1021/acs.est.9b01363,River,Conveyer Zone,Germany,,2540.000000,,Acrylates,soil,11,,10,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Mani et al. 2019,Mani et al. ,2019,DOI: 10.1021/acs.est.9b01363,River,Conveyer Zone,Germany,,2740.000000,,PUR,soil,11,,10,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Mani et al. 2019,Mani et al. ,2019,DOI: 10.1021/acs.est.9b01363,River,Conveyer Zone,Germany,,5220.000000,,Acrylates,soil,11,,10,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Mani et al. 2019,Mani et al. ,2019,DOI: 10.1021/acs.est.9b01363,River,Conveyer Zone,Germany,,3130.000000,,PUR,soil,11,,10,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Mani et al. 2019,Mani et al. ,2019,DOI: 10.1021/acs.est.9b01363,River,Conveyer Zone,Germany,,3430.000000,,Acrylates,soil,11,,10,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Mani et al. 2019,Mani et al. ,2019,DOI: 10.1021/acs.est.9b01363,River,Conveyer Zone,Germany,,11070.000000,,PUR,soil,11,,10,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Mani et al. 2019,Mani et al. ,2019,DOI: 10.1021/acs.est.9b01363,River,Conveyer Zone,Germany,,1790.000000,,Acrylates,soil,11,,10,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Mani et al. 2019,Mani et al. ,2019,DOI: 10.1021/acs.est.9b01363,River,Conveyer Zone,Germany,,890.000000,,PUR,soil,11,,10,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Martinez Silva & Nanny 2020,Martinez Silva & Nanny ,2020,https://doi.org/10.3390/w12041210,River,Conveyer Zone,Colombia,,115.857610,0.880000,PP,soil,5,,20,5
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Martinez Silva & Nanny 2020,Martinez Silva & Nanny ,2020,https://doi.org/10.3390/w12041210,River,Conveyer Zone,Colombia,,44.498380,0.870000,PP,soil,5,,20,5
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Martinez Silva & Nanny 2020,Martinez Silva & Nanny ,2020,https://doi.org/10.3390/w12041210,River,Conveyer Zone,Colombia,,38.187700,0.670000,PP,soil,5,,20,5
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Matsuguma et al. 2017,Matsuguma et al. ,2017,https://doi.org/10.1007/s00244-017-0414-9,Coastal Soil,Boundary Zone,South Africa,,400.000000,0.250000,,soil,315,,315,315
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Matsuguma et al. 2017,Matsuguma et al. ,2017,https://doi.org/10.1007/s00244-017-0414-9,Urban Canal & Stormwater Pond,Source Zone,Japan,,1951.000000,0.250000,PA,soil,315,,315,315
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Matsuguma et al. 2017,Matsuguma et al. ,2017,https://doi.org/10.1007/s00244-017-0414-9,Urban Canal & Stormwater Pond,Source Zone,Japan,,2435.000000,0.210000,,soil,315,,315,315
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Matsuguma et al. 2017,Matsuguma et al. ,2017,https://doi.org/10.1007/s00244-017-0414-9,Urban Canal & Stormwater Pond,Source Zone,Japan,,2609.000000,0.200000,PE,soil,315,,315,315
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Matsuguma et al. 2017,Matsuguma et al. ,2017,https://doi.org/10.1007/s00244-017-0414-9,Urban Canal & Stormwater Pond,Source Zone,Japan,,5385.000000,0.170000,PA,soil,315,,315,315
